source,source_type,relation,sub_relation,target,target_type,source_table
卡维地洛,西药,不良反应,,呼吸困难,,
甲芬那酸,西药,禁忌证,,哮喘,,
头孢布烯,西药,同义词,,Cedax,,
头孢布烯,西药,英文名称,,Ceftibuten,,
结核菌素纯蛋白衍化物,西药,所属科目,,生物制品、生化药物、酶及辅酶类,,
福尔可定,西药,所属科目,,呼吸系统药物,,
青霉素,西药,用法用量,,青霉素类为繁殖期杀菌药，半衰期短、排泄快，故应间歇给药。每天剂量应分3～4次给药，至少分2～3次给药，重症感染可以每3～4小时给药1次。青霉素类有局部刺激性，肌内注射量不能过大，以免局部过于疼痛并引起硬结，影响药物吸收。青霉素G肌内注射每次40万～80万U，适用于轻度与一般中度感染。重症感染应静脉注射给药，药液浓度青霉素G以1万U/ml为宜，半合成青霉素以1%～2%为宜。因青霉素类药物有过敏反应，快速大剂量静脉推注可能引起速发过敏反应，故不宜静脉推注给药。,,
海珠喘息定片,中成药,适应证,,哮喘,,
磺胺对甲氧嘧啶,西药,一级分类,,抗生素,,
甘氨茶碱钠,西药,所属科目,,呼吸系统药物,,
磷酸克林霉素,西药,适应证,,脓胸,,
沙丁胺醇,西药,不良反应,,恶心,,
头孢雷特,西药,禁忌证,,过敏,,
呋塞米,西药,适应证,,肺水肿,,
祛痰止咳颗粒,中成药,用法用量,,口服，一次12g，一天2次，小儿酌减，温开水冲服。,,
镇咳宁糖浆,中成药,所属科目,,呼吸系统药物,,
哌拉西林舒巴坦,西药,同义词,,Penicillanicacid suffone,,
粉尘螨,西药,不良反应,,哮喘,,
山莨菪碱,西药,同义词,,消旋氢溴酸山莨菪碱,,
二母宁嗽丸,中成药,用法用量,,口服。大蜜丸：一次1丸，一天2次。片剂：一次4片，一天2次。,,
乙酰唑胺,西药,同义词,,丹木斯,,
复方可待因口服溶液,西药,一级分类,,呼吸系统药物,,
强力安喘通,西药,适应证,,哮喘,,
冻干卡介苗,西药,同义词,,卡介菌苗,,
异烟肼,西药,不良反应,,咯血,,
舒噻美,西药,同义词,,舒噻胺,,
洛贝林,西药,一级分类,,呼吸系统药物,,
黄根片,中成药,所属科目,,呼吸系统药物,,
聚明胶肽,西药,禁忌证,,哮喘,,
利奈唑利,西药,用法用量,,不论口服或静脉输注，常用量均为600mg，每12小时1次。无并发症的皮肤和软组织感染，可给予400mg，每12小时1次；由MRSA引起的感染，则给予600mg，每12小时1次。当病情许可时，可即时将静脉给药转换成口服，而不必调整用量。针对VREF感染，应给药14～28天，包括同时患有菌血症的病人，对合并或未合并皮肤和软组织感染、医院内感染的肺炎或社会获得性肺炎(包括同时患有菌血症)均用药10～14天。,,
头孢司利,西药,一级分类,,抗生素,,
顺铂,西药,注意事项,,本品应避光、室温下保存。,,
呋罗培南钠,西药,不良反应,,间质性肺炎,,
利福喷汀,西药,二级分类,,抗结核病药,,
替卡西林,西药,同义词,,替卡青霉素,,
枇杷止咳颗粒,中成药,适应证,,气管炎,,
雷莫司琼,西药,药物剂型,,注射剂：0.3mg(2ml)。,,
洛匹那韦/利托那韦,西药,药物剂型,,口服液：每5ml含400mg/100mg。,,
牛黄蛇胆川贝液,中成药,注意事项,,支气管扩张、肺脓疡、肺心病、肺结核患者，应在医师指导下服药。,,
考尼伐坦,西药,注意事项,,慎用：严重肝功能不全者(国外资料)。,,
可待因,西药,一级分类,,呼吸系统药物,,
头孢唑肟,西药,注意事项,,交叉过敏:对一种头孢菌素过敏者对其他头孢菌素也可能过敏。对青霉素类、青霉素衍生物或青霉胺过敏者也可能对头孢菌素过敏。,,
阿片全碱,西药,禁忌证,,肺气肿,,
伊马替尼,西药,不良反应,,咳嗽,,
氧托溴胺,西药,用法用量,,气雾吸入：每次1～2喷(吸入0.1～0.2mg)，每日3次。,,
头孢克肟,西药,同义词,,世福素,,
巴氨西林,西药,同义词,,巴坎西林,,
头孢噻利,西药,同义词,,FK-037,,
依托芬那酯,西药,禁忌证,,哮喘,,
甘氨茶碱钠,西药,适应证,,哮喘,,
厄罗替尼,西药,不良反应,,干燥,,
溴甲阿托品,西药,英文名称,,Atropine Methylbromide,,
蛋白结合紫杉醇,西药,用法用量,,成人常规剂量：静脉滴注：一次260mg/m2，滴注30min，每3周1次。,,
班布特罗,西药,英文名称,,Bambuterol,,
矮茶素,西药,同义词,,矮地茶素,,
环丙沙星,西药,同义词,,环丙氟哌酸,,
丙种免疫球蛋白,西药,同义词,,IG,,
吗啡,西药,适应证,,心源性哮喘,,
利福喷汀,西药,同义词,,环戊基哌嗪利福霉素,,
止喘灵口服液,中成药,适应证,,喘息样支气管炎,,
复方福尔可定,西药,注意事项,,药物对妊娠的影响：妊娠期间服用本药的安全性尚未确立，孕妇慎用。,,
吡嘧司特钾,西药,三级分类,,其他抗过敏药,,
硫柳汞钠,西药,不良反应,,喉头水肿,,
帕利珠单抗,西药,一级分类,,生物制品、生化药物、酶及辅酶类,,
羟考酮,西药,用法用量,,儿童常规剂量：口服给药：常用剂量为一次0.05～0.15mg/kg，每4～6小时1次。一次用量最多可达5mg。,,
甲氧那明,西药,注意事项,,密封、避光保存。,,
头孢尼西,西药,注意事项,,已知有变态反应史者慎用。,,
千金茶,中成药,所属科目,,呼吸系统药物,,
碳[14C]尿素呼气试验盒,西药,三级分类,,其他类,,
复方氨茶碱暴马子胶囊,中成药,不良反应,,恶心,,
头孢哌酮,西药,用法用量,,重度感染：每次2～3g，每8小时1次。每天剂量不宜超过9g。免疫缺陷患者伴严重感染剂量可增加至每天12g。预防手术感染应在手术开始前30～90min静脉给予1或2g，此剂量每12小时可重复1次。对于多数病例，预防给药持续时间应不超过24h。对发生感染可能性大的手术(如结肠、直肠手术)或可能出现严重感染的手术(如开放性心脏手术或修复性关节成形术)，本药的预防给药可持续至手术完成后72h。,,
咪康唑,西药,同义词,,氯益康唑,,
头孢替安,西药,注意事项,,药物对妊娠的影响：孕妇使用本药的安全性尚未确定，应慎用。,,
奥西那林,西药,不良反应,,震颤,,
酞氨西林,西药,不良反应,,嗜酸粒细胞增多,,
可待因,西药,不良反应,,瘙痒,,
头孢地尼,西药,适应证,,支气管炎,,
阿米三嗪/萝巴新,西药,不良反应,,胸闷,,
头孢他啶,西药,同义词,,凯复定,,
阿奇霉素,西药,英文名称,,Azithromycin,,
头孢托仑酯,西药,二级分类,,头孢菌素类,,
巴利昔单抗,西药,不良反应,,呼吸窘迫综合征,,
奈替米星,西药,同义词,,乙基西梭霉素,,
多黏菌素B,西药,药物剂型,,注射剂：50mg。,,
奈达铂,西药,不良反应,,胸部X线异常,,
巴氨西林,西药,不良反应,,过敏反应,,
地塞米松,西药,禁忌证,,过敏,,
氢吗啡酮,西药,不良反应,,呼吸抑制,,
六神丸,中成药,所属科目,,呼吸系统药物,,
多索茶碱,西药,同义词,,达复啉,,
奥马佐单抗,西药,同义词,,Xolair,,
罗匹那韦/利托那韦,西药,药物剂型,,胶囊剂：每粒含罗匹那韦133.3mg和利托那韦33.3mg；口服液：含罗匹那韦80mg/ml和利托那韦20mg/ml，适合儿童使用。,,
二羟丙茶碱,西药,所属科目,,呼吸系统药物,,
依诺沙星,西药,二级分类,,抗生素类药物,,
抗人T-细胞免疫球蛋白,西药,不良反应,,发热,,
肺力咳合剂,中成药,三级分类,,镇咳、祛痰及平喘药,,
培美曲塞,西药,不良反应,,白细胞减少,,
复方曲安缩松,西药,不良反应,,过敏,,
头孢克肟,西药,药物剂型,,胶囊：50mg，100mg；,,
托烷司琼,西药,不良反应,,呼吸困难,,
莫米松,西药,禁忌证,,过敏,,
碘[125I]植入密封籽源,西药,一级分类,,抗肿瘤药物,,
氯唑西林,西药,不良反应,,过敏反应,,
头孢噻利,西药,所属科目,,抗生素,,
麦白霉素,西药,适应证,,上呼吸道感染,,
曲安奈德,西药,同义词,,曲安舒松-A,,
头孢他美,西药,所属科目,,抗生素,,
氯芬那酸,西药,禁忌证,,哮喘,,
六甲蜜胺,西药,同义词,,六甲密胺,,
那可丁,西药,同义词,,诺斯卡宾,,
萘夫西林,西药,适应证,,肺炎,,
埃罗替尼,西药,二级分类,,生物反应调节剂,,
茶碱,西药,禁忌证,,急性心肌梗死,,
复方甲氧那明胶囊,西药,二级分类,,平喘药物,,
氨苄西林,西药,同义词,,安比先,,
镇咳宁糖浆,中成药,药物剂型,,糖浆剂：每瓶100ml。,,
头孢拉宗,西药,所属科目,,抗生素,,
头孢泊肟酯,西药,用法用量,,成人及大于12岁的儿童:一般感染每天200mg，中度感染每天400mg，皮肤和软组织感染每天800mg，以上剂量均分为2次服用。妇女淋球菌感染服用单剂量200mg。,,
多西环素,西药,同义词,,长效土霉素,,
异烟肼,西药,同义词,,雷米封,,
地塞米松,西药,适应证,,肺炎,,
普仑司特,西药,注意事项,,在治疗急性哮喘上，白三烯受体拮抗剂的疗效尚未确定，暂对不宜应用于急性发作的治疗，不宜突然代替肾上腺皮质激素，也不宜用于解除哮喘急性发作时的支气管痉挛。,,
甲氧苄啶,西药,同义词,,TMP,,
哌拉西林/舒巴坦,西药,同义词,,特灭菌,,
赖氨酸茶碱,西药,适应证,,哮喘,,
洛度沙胺,西药,同义词,,Alcomide,,
羟甲唑啉,西药,同义词,,OxymetazolineNasal,,
庆大霉素,西药,所属科目,,抗生素,,
丙泊酚,西药,同义词,,二异丙酚,,
多西他赛,西药,注意事项,,如用药后仅发生面部潮红或局部皮肤反应，则不需要停止治疗。如发生严重过敏反应(血压下降超过,,
头孢克肟,西药,不良反应,,药物热,,
氮[13N]氨水,西药,二级分类,,诊断用药,,
玄麦甘桔颗粒,中成药,所属科目,,呼吸系统药物,,
甘氨茶碱钠,西药,注意事项,,药物对妊娠的影响：本药能透过胎盘屏障，应慎用。,,
海索那林,西药,不良反应,,震颤,,
拉氧头孢,西药,不良反应,,嗜酸粒细胞增多,,
美洛西林钠/舒巴坦钠,西药,所属科目,,抗生素,,
甲泼尼龙,西药,禁忌证,,结核病,,
氟氧头孢,西药,同义词,,Flomoxef Sodium,,
头孢噻肟,西药,同义词,,凯福捷,,
美司坦,西药,同义词,,盐酸美司坦,,
奥布卡因,西药,不良反应,,过敏性休克,,
甘露醇,西药,不良反应,,呼吸困难,,
强力银翘片,中成药,一级分类,,呼吸系统药物,,
环氯茚酸,西药,所属科目,,呼吸系统药物,,
利巴韦林,西药,同义词,,三唑核苷,,
碳[14C]尿素呼气试验盒,西药,注意事项,,密封，2～8℃阴凉处保存。,,
沙美特罗替卡松,西药,注意事项,,可逆性阻塞性气道疾病(包括哮喘)的治疗应遵循阶梯方案，并应通过肺功能测定监测患者的治疗反应。由于吸入型皮质激素可能引起全身不良反应(虽然较口服皮质激素大大减少)，尤其是长期大剂量使用后，故本药剂量应逐渐调至可有效控制病情的最小维持剂量。,,
甲泼尼龙,西药,注意事项,,由于本药潴钠作用较弱，故一般不用作肾上腺皮质功能减退的替代治疗。若需使用，应与盐皮质激素合用。,,
头孢他啶,西药,适应证,,肺脓肿,,
洛吡那韦,西药,同义词,,Kaletra,,
氢化可的松,西药,同义词,,氢可的松,,
依托红霉素,西药,所属科目,,抗生素,,
氧氟沙星,西药,同义词,,DL-8280,,
头孢他美,西药,一级分类,,抗生素,,
罗红霉素,西药,同义词,,Rulid,,
氧托溴胺,西药,适应证,,气管炎,,
头孢匹罗,西药,二级分类,,头孢菌素类,,
去甲万古霉素,西药,不良反应,,药物热,,
曲安奈德,西药,同义词,,曲安缩松,,
丙卡特罗,西药,适应证,,支气管哮喘,,
头孢哌酮/舒巴坦,西药,不良反应,,粒细胞减少,,
卡波罗孟,西药,用法用量,,喷雾吸入：每次喷吸2～3喷(相当于本品3～5mg)，每天3次。,,
头孢克洛,西药,同义词,,头孢克罗,,
曲前列尼,西药,同义词,,Remodulin,,
旧结核菌素,西药,不良反应,,过敏反应,,
氧氟沙星,西药,不良反应,,光敏,,
厄洛替尼,西药,同义词,,Tarceva,,
小诺米星,西药,同义词,,小诺新,,
阿奇霉素,西药,不良反应,,呕吐,,
头孢西丁,西药,不良反应,,嗜酸粒细胞增多症,,
异烟肼/利福平/吡嗪酰胺,西药,用法用量,,患者体重40～49kg者，每次4片，每天1次；,,
扎鲁司特,西药,注意事项,,不宜用本药突然替代吸入或口服的糖皮质激素，在重度哮喘患者的治疗中，考虑减少激素用量时应谨慎。在停用口服激素的重度哮喘患者中，极少数可发生嗜酸粒细胞浸润，应注意。,,
依降钙素,西药,注意事项,,有过敏史者用药前可先用1∶100降钙素稀释做皮试。,,
组胺,西药,注意事项,,用药前须做过敏试验。如发生过敏性休克，可用肾上腺素解救。,,
罗红霉素,西药,不良反应,,药物热,,
羧甲司坦,西药,同义词,,强利灵,,
扎鲁司特,西药,不良反应,,水肿,,
西索米星,西药,同义词,,西梭霉素,,
哌醋茶碱,西药,英文名称,,Acefylline pigerazine,,
苓桂咳喘宁胶囊,中成药,注意事项,,服药期间，若患者出现高热，体温超过38℃，或出现喘促气急，或咳嗽加重，痰量明显增多，或痰色由白转黄应到医院就诊。,,
复方川贝精片,中成药,适应证,,支气管炎,,
沙丁胺醇,西药,不良反应,,低钾血症,,
阿替普酶,西药,不良反应,,栓塞,,
咪达唑仑,西药,同义词,,Dormicum,,
布地奈德,西药,适应证,,哮喘,,
组胺,西药,英文名称,,Histamine,,
沙美特罗替卡松,西药,不良反应,,声嘶,,
多西他赛,西药,不良反应,,白细胞减少,,
氟米龙,西药,同义词,,氟咪龙,,
多拉司琼,西药,禁忌证,,过敏,,
普鲁卡因青霉素,西药,所属科目,,抗生素,,
环酯红霉素,西药,同义词,,Davercin,,
磺胺噻嗪,西药,不良反应,,呼吸困难,,
头孢噻肟,西药,同义词,,氨噻肟头孢菌素钠,,
匹哌氮酯,西药,同义词,,咳塞坦,,
奥司他韦,西药,注意事项,,慎用：1因使用扎那米韦或其他基于唾液酸的神经氨酸酶抑制剂而导致过敏反应或不良反应者；2尽管本药对慢性心脏疾病、慢性呼吸性疾病、免疫缺陷患者的不良影响尚未完全明确，仍建议上述患者慎用本药。,,
氯哌斯汀,西药,一级分类,,呼吸系统药物,,
地塞米松,西药,同义词,,思诺迪清,,
匹氨西林,西药,一级分类,,抗生素,,
长链脂肪乳,西药,不良反应,,超敏反应,,
尼可刹米,西药,不良反应,,恶心,,
头孢氨苄,西药,同义词,,头孢菌素Ⅳ号,,
利福平,西药,适应证,,结核病,,
美罗培南,西药,同义词,,美罗配能,,
厄他培南,西药,注意事项,,本品经乳汁分泌，哺乳期妇女应用本品应停止哺乳。,,
洛拉曲塞,西药,同义词,,Thymitaq,,
阿替普酶,西药,同义词,,Alteplase,,
莫西沙星,西药,不良反应,,皮肤瘙痒,,
色甘酸钠,西药,不良反应,,口干,,
波生坦,西药,药物剂型,,波生坦片剂：62.5mg/片；125mg/片。20～25℃贮存。,,
色甘酸钠,西药,一级分类,,呼吸系统药物,,
替莫西林,西药,禁忌证,,过敏,,
厄贝沙坦/氢氯噻嗪,西药,不良反应,,血管神经性水肿,,
沙丁胺醇,西药,所属科目,,妇产科用药,,
羟考酮,西药,不良反应,,呃逆,,
头孢曲松,西药,同义词,,头孢三嗪,,
肺力咳合剂,中成药,一级分类,,呼吸系统药物,,
细辛脑,中成药,适应证,,支气管炎,,
倍他米松,西药,适应证,,哮喘,,
干扰素,西药,注意事项,,用前须做过敏试验，以防发生过敏性休克。1,,
奥司他韦,西药,同义词,,Tamiflu,,
金葡素制剂,西药,注意事项,,严禁静脉注射。,,
头孢丙烯,西药,适应证,,支气管炎,,
头孢雷特,西药,同义词,,头孢来尼,,
重组人干扰素α2b,西药,注意事项,,以注射用水溶解时应沿瓶壁注入，以免产生气泡，溶解后宜于当天用完，不得放置保存。,,
乙胺丁醇,西药,禁忌证,,过敏,,
羧苄西林,西药,用法用量,,肌内注射：尿路感染：(1)成人：每天4～8g，每6小时1次；(2)儿童：每天50～200mg，每4～6小时1次。,,
头孢羟氨苄,西药,用法用量,,肾功能不全时剂量：肾功能减退者首次剂量为1g饱和量，然后根据肾功能减退程度延长给药间期。肌酐清除率为每分钟25～50ml、10～25ml和0～10ml时，分别每12小时、24小时和36小时服药500mg。,,
丙硫异烟胺,西药,用法用量,,儿童：与其他抗结核药合用，每次按体重口服4～5mg/kg，每8小时1次。,,
赛庚啶,西药,适应证,,支气管哮喘,,
伊索拉定,西药,同义词,,马来酸艾索拉定,,
格帕沙星,西药,二级分类,,抗生素类药物,,
腺苷,西药,不良反应,,支气管痉挛,,
溴己氨胆碱,西药,用法用量,,成人用量静脉注射按体重0.08mg/kg，可以进行气管插管，但起效慢，需等待4～8min，因此一般仅用于维持肌松，0.04mg/kg即生效。通常都主张初量偏大些(成人4mg)，追加量为初量的1/2～1/3，可更安全，每一手术的总用量，除非情况特殊，成人不得超过8mg。,,
福莫特罗,西药,适应证,,慢性支气管炎,,
泼尼松,西药,二级分类,,激素类,,
厄洛替尼,西药,不良反应,,恶心、呕吐,,
维库溴铵,西药,同义词,,Nolcuron,,
培美曲塞,西药,不良反应,,脱皮,,
强力枇杷露,中成药,所属科目,,呼吸系统药物,,
氯二甲箭毒,西药,禁忌证,,过敏,,
愈创甘油醚,西药,一级分类,,呼吸系统药物,,
格隆溴铵,西药,禁忌证,,麻痹性肠梗阻,,
沙丁胺醇,西药,三级分类,,气道扩张药,,
异丙肾上腺素,西药,同义词,,Aludrine,,
呋布西林,西药,用法用量,,成人静脉给药：(1)轻至中度感染：每天4～8g，分4次给药；(2)极重感染剂量可增加至每天12g，分4次给药。,,
羧甲基半胱氨酸泡腾散,西药,药物剂型,,每包量5g，含羧甲基半胱氨酸0.25g。,,
氮芥,西药,适应证,,肺癌,,
尼可刹米,西药,注意事项,,用药时须配合人工呼吸和给氧措施 ,,
复方甲氧那明胶囊,西药,所属科目,,呼吸系统药物,,
弹性酶,西药,同义词,,弹性蛋白酶,,
氟替卡松,西药,注意事项,,孕妇、老年人、肝肾功能不全者慎用。,,
厄洛替尼,西药,注意事项,,慎用：尚不明确。,,
酮替芬,西药,所属科目,,呼吸系统药物,,
阿米三嗪,西药,不良反应,,呼吸性碱中毒,,
吡嘧司特,西药,同义词,,Alegysal,,
普瑞特罗,西药,禁忌证,,心律失常,,
阿桔片,中成药,一级分类,,呼吸系统药物,,
氯化钠,西药,禁忌证,,肺水肿,,
扎那米韦,西药,不良反应,,荨麻疹,,
利福喷丁,西药,用法用量,,肝功能减退的患者，即使每周仅用药1～2次，也必须密切观察肝功能的变化。,,
百日咳菌苗,西药,适应证,,百日咳,,
阿莫西林,西药,同义词,,阿莫灵,,
培美曲塞,西药,不良反应,,过敏,,
博来霉素,西药,不良反应,,低血压,,
泮库溴铵,西药,药物剂型,,注射液：10mg/10ml；10mg/5ml。,,
氨苄西林/氯唑西林,西药,药物剂型,,注射剂：(1)0.5g(氨苄西林和氯唑西林各0.25g)；(2)1g(氨苄西林和氯唑西林各0.5g)；(3)2g(氨苄西林和氯唑西林各1g)。,,
厄洛替尼,西药,适应证,,非小细胞肺癌,,
瑞吡司特,西药,适应证,,支气管哮喘,,
利巴韦林,西药,同义词,,威利宁,,
头孢匹林,西药,同义词,,头孢菌素Ⅷ,,
磺胺,西药,二级分类,,磺胺类,,
蛇胆陈皮口服液,中成药,注意事项,,服药期间，若患者出现高热，体温超过38℃，或出现喘促气急，或咳嗽加重，痰量明显增多应到医院就诊。,,
复方乳酸钠山梨醇,西药,不良反应,,肺水肿,,
盐酸克林霉素,西药,同义词,,盐酸氯林霉素,,
拉氧头孢,西药,不良反应,,休克,,
郝氏养肺丸,中成药,用法用量,,口服：每次1丸，每天2次。,,
尿激酶,西药,注意事项,,肺栓塞的溶解常伴随血流动力学变化，要注意采取维持血压措施 ,,
格隆溴铵,西药,不良反应,,精神错乱,,
丙羟茶碱,西药,英文名称,,Proxyphylline,,
止喘灵口服液,中成药,适应证,,支气管炎,,
奈多罗米,西药,不良反应,,刺激,,
双氯西林,西药,一级分类,,抗生素,,
细辛脑,中成药,所属科目,,呼吸系统药物,,
塞曲司特,西药,不良反应,,嗜酸粒细胞增多,,
抗淋巴细胞球蛋白,西药,同义词,,抗人淋巴细胞免疫球蛋白,,
阿替普酶,西药,同义词,,Acetivase,,
喘可治注射液,中成药,二级分类,,中成药,,
复方磺胺甲噁唑,西药,二级分类,,磺胺类,,
蛇胆川贝液,中成药,一级分类,,呼吸系统药物,,
多粘菌素,西药,不良反应,,恶心、呕吐,,
多西他赛,西药,注意事项,,肝功能不全者、严重衰弱者、严重水潴留者、严重感觉神经疾病患者慎用。,,
复方麻黄碱色甘酸钠,西药,英文名称,,Compound Ephedrine Sodium Cromoglicate,,
泼尼松龙,西药,同义词,,1-烯氢化可的松,,
阿奇霉素,西药,适应证,,支气管炎,,
粉尘螨,西药,不良反应,,红肿,,
苄星青霉素,西药,不良反应,,过敏反应,,
苯巴比妥,西药,注意事项,,慎用：(1)抑郁症患者；(2)肺功能不全者；(3)老年患者；(4)有药物滥用史者；(5)严重贫血者；(6)心脏病、高血压患者；(7)糖尿病、甲状腺功能亢进，肾上腺功能减退已处于临界状态者；(8)多动症患者；(9)不能控制的疼痛。,,
右美沙芬,西药,药物剂型,,白加黑感冒片（美息伪麻片），片剂：日用片每片含对乙酰氨基酚325mg、盐酸伪麻黄碱30mg、氢溴酸右美沙芬15mg；夜用片每片除上述成分外，加入盐酸苯海拉明25mg；,,
盐酸苯乙哌啶/硫酸阿托品,西药,不良反应,,呼吸抑制,,
莫西沙星,西药,英文名称,,Mosifloxacin,,
头孢噻咪,西药,三级分类,,第一代,,
头孢乙腈,西药,二级分类,,头孢菌素类,,
毛花苷丙,西药,同义词,,毛花丙甙,,
重组链激酶,西药,禁忌证,,出血性疾病,,
阿替普酶,西药,同义词,,阿特普酶,,
萘普生,西药,不良反应,,哮喘,,
西索米星,西药,同义词,,Extramycin,,
利巴韦林,西药,同义词,,Virazole,,
倍氯米松,西药,不良反应,,血管扩张,,
阿莫西林/舒巴坦,西药,不良反应,,荨麻疹,,
厄他培南,西药,英文名称,,Ertapenem,,
甲泼尼龙,西药,同义词,,甲基泼尼松,,
喷托维林,西药,禁忌证,,心功能不全,,
利福定,西药,同义词,,异丁基哌嗪利福霉素,,
赛庚啶,西药,禁忌证,,早产儿,,
哌拉西林/他唑巴坦,西药,英文名称,,Piperacillin Sodium/Tazobactam Sodium,,
利福喷丁,西药,注意事项,,如曾间歇服用利福平后发生变态反应，如血压下降或休克、急性溶血性贫血、血小板减少或急性间质性肾炎者，均不宜再用本药。,,
磺胺甲噁唑,西药,同义词,,Sulfamethoxazolum,,
阿奇霉素,西药,同义词,,派奇,,
克拉霉素,西药,用法用量,,成人:(1)一般感染:轻症，每次250mg；重症，每次500mg。均为12小时1次，疗程7～14天；(2)化脓链球菌咽炎:每次500mg，12小时1次，疗程最少10天；(3)分枝杆菌属感染:建议起始剂量为500mg，每天2次；(4)根除幽门螺旋杆菌:建议起始剂量为250～500mg，每天2次，疗程为7～10天，且宜与奥美拉唑再加另一种抗生素联用；(5)能不全时剂量:肾功能严重减退患者可根据肌酐清除率调整用量:肌酐清除率大于每分钟30ml者，250mg～500mg，每天2次；肌酐清除率低于每分钟30ml者，首剂500mg，以后250mg，每天2次或250mg，每天1次。,,
利福布汀,西药,适应证,,结核病,,
头孢地秦,西药,不良反应,,荨麻疹,,
短棒菌苗,西药,同义词,,丙酸杆菌菌苗,,
七叶皂苷,西药,同义词,,Sodium Aescine,,
替卡西林,西药,用法用量,,儿童：静脉给药：(1)儿童：每天200～300mg/kg，分次给药；(2)婴儿：每天225mg/kg，分次给药；(3)7天龄以下新生儿：每天150mg/kg，分次给药。,,
乙酰唑胺,西药,不良反应,,酸中毒,,
苦甘颗粒,中成药,一级分类,,呼吸系统药物,,
双氢可待因,西药,同义词,,Drocode,,
头孢呋辛,西药,用法用量,,成人：(1)肌内注射：①轻至中度感染：每天2.25～4.5g，每8小时1次。②严重感染：可增加至每天6g，每6小时给药1.5g。③脑膜炎：每天剂量不宜超过9g。④单纯性淋病：单剂1.5g，同时口服丙磺舒1g，可治疗耐青霉素菌株所致单纯性淋病。(2)静脉给药：①轻至中度感染：每天2.25～4.5g，每8小时1次。②严重感染：可增加至每天6g，每6小时给药1.5g。③脑膜炎：每天剂量不宜超过9g。(3)肾功能不全时剂量：肾功能不全者按肌酐清除率制定给药方案：①肌酐清除率大于每分钟20ml者，每天3次，每次0.75～1.5g；②肌酐清除率为每分钟10～20ml者，每次0.75g，每天2次；③肌酐清除率小于每分钟10ml者，每次0.75g，每天1次。(4)透析时剂量：每次血液透析后给予750mg。,,
维A酸,西药,适应证,,鳞状细胞癌,,
倍氯米松,西药,用法用量,,气雾吸入：每次50～200μg，每天3～4次。儿童每次50～100μg，每天2～4次。,,
舍雷肽酶,西药,同义词,,释炎达,,
仑氨西林,西药,注意事项,,交叉过敏：对一种青霉素类药过敏者可能对其他青霉素药过敏，也可能对青霉胺或头孢菌素过敏。,,
头孢克洛,西药,药物剂型,,胶囊：0.25g；,,
贝凡洛尔,西药,不良反应,,气喘,,
阿司匹林,西药,不良反应,,呼吸困难,,
吡美诺,西药,注意事项,,本品有一定的致心律失常作用，用量过大时，宜注意心律的变化。,,
非诺特罗,西药,同义词,,酚丙喘宁,,
达替米星,西药,一级分类,,抗生素,,
依托度酸,西药,不良反应,,哮喘,,
罗他霉素,西药,一级分类,,抗生素,,
甘氨茶碱钠,西药,同义词,,甘氨酸茶碱钠,,
六甲蜜胺,西药,同义词,,Hexastat,,
巴美生,西药,同义词,,Rotesar,,
瑞芬太尼,西药,注意事项,,本品可引起呼吸抑制和窒息，需在呼吸和心血管功能监测及辅助设施完备的情况下给药。若出现呼吸抑制时，通常可将输注速度降低50%，或暂时停药，并进行辅助呼吸。,,
罗红霉素,西药,不良反应,,皮疹,,
考来替兰,西药,同义词,,可来替兰,,
养阴清肺丸,中成药,注意事项,,咳嗽痰多，或舌苔厚腻者慎用。,,
培氟沙星,西药,同义词,,威立克,,
林可霉素,西药,用法用量,,成人:(1)口服给药：每天1.5～2g(按林可霉素计，以下同)，分3～4次给药；(2)肌内注射：每次0.6g，每8～12小时1次；(3)静脉滴注：每次0.6g，每8～12小时1次。,,
氧氟沙星,西药,同义词,,氧氟沙星滴眼剂,,
去甲万古霉素,西药,同义词,,万迅,,
蛤蚧定喘丸,中成药,适应证,,肺肾两虚,,
沙丁胺醇,西药,注意事项,,不能与β受体拮抗剂联合应用。,,
哌拉西林,西药,用法用量,,儿童静脉给药：(1)婴幼儿和12岁以下儿童：给药剂量尚未正式确定，临床应用的每天剂量为100～200mg/kg；(2)新生儿体重低于2kg者：出生后第1周，每12小时50mg/kg；第2周起，每8小时50mg/kg；(3)新生儿体重2kg以上者：出生后第1周，每8小时50mg/kg；以后，每6小时50mg/kg。,,
伊米苷酶,西药,禁忌证,,过敏,,
利妥昔单抗,西药,不良反应,,寒战,,
泼尼松龙,西药,同义词,,氢化泼尼松,,
卡泊芬净,西药,用法用量,,侵袭性曲霉病：首日负荷剂量70mg，继以维持剂量每日50mg，缓慢静滴1h。疗程依据患者基础疾病的严重程度、免疫缺陷恢复情况以及临床反应而定。,,
多索茶碱,西药,三级分类,,茶碱类药,,
左氧氟沙星,西药,禁忌证,,药物过敏,,
碘化油,西药,二级分类,,诊断用药,,
美洛西林钠/舒巴坦钠,西药,同义词,,萨洛,,
贝伐单抗,西药,用法用量,,静滴，推荐剂量为5mg/kg，每2周静注1次。本品应在术后28天以后使用，且需伤口完全愈合。本品需用100ml0.9%生理盐水稀释，第一次静滴应在化疗后，滴注时间应超过90min。第一次滴注耐受性好，第二次静滴时间应超过60min，仍然耐受好，以后滴注时间超过30min即可。,,
毛果芸香碱,西药,不良反应,,哮喘,,
布库洛尔,西药,不良反应,,气喘,,
