head,head_type,relation,tail,tail_type,source
盐酸甲氧那明片,西药,有效期,2年,其他治疗,medical_kg
盐酸甲氧那明片,西药,英文名称,methoxyphenamine tablets,药物,medical_kg
盐酸甲氧那明片,西药,用法用量,一次50～100mg，一日3次，必要时每3～4小时1次,其他治疗,medical_kg
盐酸甲氧那明片,西药,药品监管分级,医保药品,其他治疗,medical_kg
盐酸甲氧那明片,西药,成份,50mg,药物,medical_kg
盐酸甲氧那明片,西药,用法用量,口服,其他治疗,medical_kg
盐酸甲氧那明片,西药,成份,处方药,药物,medical_kg
盐酸甲氧那明片,西药,适应症,哮喘,疾病,medical_kg
盐酸甲氧那明片,西药,贮藏,密闭，在阴凉干燥处保存,其他治疗,medical_kg
盐酸甲氧那明片,西药,药品分类,甲类otc,其他治疗,medical_kg
盐酸甲氧那明片,西药,适应症,支气管哮喘,疾病,medical_kg
盐酸甲氧那明片,西药,禁忌,服单胺氧化酶抑制药者禁用,疾病,medical_kg
盐酸甲氧那明片,西药,成份,白色或类白色薄膜片,药物,medical_kg
盐酸甲氧那明片,西药,适应症,肾上腺素受体激动药,疾病,medical_kg
盐酸甲氧那明片,西药,分类,非选择性β肾上腺素能受体激动剂,其他治疗,medical_kg
盐酸硫利达嗪片,西药,不良反应,喉头水肿,症状,medical_kg
盐酸硫利达嗪片,西药,不良反应,血管神经性水肿,症状,medical_kg
盐酸米安色林片,西药,不良反应,呼吸抑制,症状,medical_kg
盐酸米托蒽醌注射液,西药,适应症,肺癌,疾病,medical_kg
盐酸米诺环素片,西药,英文名称,minocycline hydrochloride tablets,药物,medical_kg
盐酸米诺环素片,西药,药品分类,乙类otc,其他治疗,medical_kg
盐酸米诺环素片,西药,药品监管分级,医保药品,其他治疗,medical_kg
盐酸米诺环素片,西药,成份,医保工伤用药,药物,medical_kg
盐酸米诺环素片,西药,适应症,克雷伯氏菌,疾病,medical_kg
盐酸米诺环素片,西药,用法用量,口服,其他治疗,medical_kg
盐酸米诺环素片,西药,不良反应,哮喘,疾病,medical_kg
盐酸米诺环素片,西药,分类,四环素类,其他治疗,medical_kg
盐酸米诺环素片,西药,不良反应,嗜酸性粒细胞增多,症状,medical_kg
盐酸米诺环素片,西药,成份,处方药,药物,medical_kg
盐酸米诺环素片,西药,适应症,因葡萄球菌,疾病,medical_kg
盐酸米诺环素片,西药,注意事项,对本品过敏者有可能对其他四环素类也过敏,其他治疗,medical_kg
盐酸米诺环素片,西药,适应症,慢性支气管炎,疾病,medical_kg
盐酸米诺环素片,西药,适应症,抗生素类,疾病,medical_kg
盐酸米诺环素片,西药,适应症,支气管炎,疾病,medical_kg
盐酸米诺环素片,西药,禁忌,对本品及其他四环素类过敏者禁用,疾病,medical_kg
盐酸米诺环素片,西药,适应症,支气管扩张症,疾病,medical_kg
盐酸米诺环素片,西药,适应症,敏感,疾病,medical_kg
盐酸米诺环素片,西药,适应症,气管炎,疾病,medical_kg
盐酸米诺环素片,西药,注意事项,用药期间应定期检查肝、肾功能,其他治疗,medical_kg
盐酸米诺环素片,西药,适应症,细菌,疾病,medical_kg
盐酸米诺环素片,西药,成份,盐酸米诺环素,药物,medical_kg
盐酸米诺环素片,西药,适应症,细菌性肺炎,疾病,medical_kg
盐酸米诺环素片,西药,适应症,肺炎,疾病,medical_kg
盐酸米诺环素片,西药,适应症,绿脓杆菌,疾病,medical_kg
盐酸米诺环素片,西药,适应症,肺炎球菌,疾病,medical_kg
盐酸米诺环素片,西药,成份,胶囊剂,药物,medical_kg
盐酸米诺环素片,西药,不良反应,药物热,疾病,medical_kg
盐酸米诺环素片,西药,不良反应,过敏反应,症状,medical_kg
盐酸米诺环素胶囊,西药,英文名称,minocycline hydrochloride capsules,药物,medical_kg
盐酸米诺环素片,西药,不良反应,黄疸,疾病,medical_kg
盐酸米诺环素胶囊,西药,适应症,克雷伯氏菌,疾病,medical_kg
盐酸米诺环素胶囊,西药,不良反应,剥脱性皮炎,症状,medical_kg
盐酸米诺环素胶囊,西药,不良反应,呼吸困难,症状,medical_kg
盐酸米诺环素胶囊,西药,不良反应,哮喘,疾病,medical_kg
盐酸米诺环素胶囊,西药,不良反应,哮喘恶化,症状,medical_kg
盐酸米诺环素胶囊,西药,不良反应,咳嗽,症状,medical_kg
盐酸米诺环素胶囊,西药,分类,四环素类,其他治疗,medical_kg
盐酸米诺环素胶囊,西药,不良反应,嗜酸粒细胞增多,症状,medical_kg
盐酸米诺环素胶囊,西药,适应症,因葡萄球菌,疾病,medical_kg
盐酸米诺环素胶囊,西药,不良反应,嗜酸性粒细胞增多,症状,medical_kg
盐酸米诺环素胶囊,西药,不良反应,局限性肺炎,症状,medical_kg
盐酸米诺环素胶囊,西药,商品名,康尼,西药,medical_kg
盐酸米诺环素胶囊,西药,适应症,抗生素类,疾病,medical_kg
盐酸米诺环素胶囊,西药,适应症,慢性支气管炎,疾病,medical_kg
盐酸米诺环素胶囊,西药,适应症,支气管扩张症,疾病,medical_kg
盐酸米诺环素胶囊,西药,适应症,支气管炎,疾病,medical_kg
盐酸米诺环素胶囊,西药,适应症,敏感,疾病,medical_kg
盐酸米诺环素胶囊,西药,适应症,气管炎,疾病,medical_kg
盐酸米诺环素胶囊,西药,不良反应,毒性表皮坏死,症状,medical_kg
盐酸米诺环素胶囊,西药,成份,盐酸米诺环素,药物,medical_kg
盐酸米诺环素胶囊,西药,适应症,细菌,疾病,medical_kg
盐酸米诺环素胶囊,西药,适应症,细菌性肺炎,疾病,medical_kg
盐酸米诺环素胶囊,西药,商品名,美满霉素,西药,medical_kg
盐酸米诺环素胶囊,西药,适应症,绿脓杆菌,疾病,medical_kg
盐酸米诺环素胶囊,西药,适应症,肺炎,疾病,medical_kg
盐酸米诺环素胶囊,西药,适应症,肺炎球菌,疾病,medical_kg
盐酸米诺环素胶囊,西药,不良反应,药物热,疾病,medical_kg
盐酸米诺环素胶囊,西药,适应症,葡萄球菌,疾病,medical_kg
盐酸米诺环素软膏,西药,分类,四环素类,其他治疗,medical_kg
盐酸精氨酸片,西药,禁忌,高氯性酸中毒患者禁用,疾病,medical_kg
盐酸索他洛尔注射液,西药,不良反应,呼吸困难,症状,medical_kg
盐酸索他洛尔注射液,西药,注意事项,有支气管痉挛性疾病的患者避免使用本品,其他治疗,medical_kg
盐酸索他洛尔片,西药,不良反应,支气管痉挛,症状,medical_kg
盐酸索他洛尔片,西药,不良反应,气短,症状,medical_kg
盐酸纳曲酮片,西药,不良反应,呼吸短促,症状,medical_kg
盐酸纳曲酮片,西药,不良反应,咳嗽,症状,medical_kg
盐酸纳洛酮注射液,西药,适应症,呼吸抑制,疾病,medical_kg
盐酸纳洛酮注射液,西药,不良反应,呼吸抑制,症状,medical_kg
盐酸纳洛酮注射液,西药,不良反应,呼吸困难,症状,medical_kg
盐酸纳洛酮注射液,西药,不良反应,肺水肿和心脏停搏,症状,medical_kg
盐酸纳洛酮注射液,西药,不良反应,胸和膈：呼吸困难,症状,medical_kg
盐酸纳洛酮注射液,西药,不良反应,肺水肿,疾病,medical_kg
盐酸纳洛酮注射液,西药,适应症,阿片类药物过量,疾病,medical_kg
盐酸纳美芬注射液,西药,有效期,24个月,其他治疗,medical_kg
盐酸纳美芬注射液,西药,适应症,呼吸抑制,疾病,medical_kg
盐酸罗哌卡因注射液,西药,不良反应,呼吸困难,症状,medical_kg
盐酸罗哌卡因注射液,西药,不良反应,过敏性休克,疾病,medical_kg
盐酸美他环素片,西药,不良反应,过敏性休克,疾病,medical_kg
盐酸美他环素胶囊,西药,适应症,抗生素类,疾病,medical_kg
盐酸美他环素胶囊,西药,不良反应,过敏性休克,疾病,medical_kg
盐酸美他环素胶囊,西药,适应症,鹦鹉热,疾病,medical_kg
盐酸美司坦片,西药,成份,50毫克,药物,medical_kg
盐酸美司坦片,西药,用法用量,口服，成人一次2片，一日3次,其他治疗,medical_kg
盐酸美司坦片,西药,适应症,各种原因引起的痰液稠厚,疾病,medical_kg
盐酸美司坦片,西药,适应症,咳痰困难,疾病,medical_kg
盐酸美司坦片,西药,适应症,粘液溶解药,疾病,medical_kg
盐酸美司坦片,西药,成份,薄膜衣片，除去包以后显白色,药物,medical_kg
盐酸美司坦片盐酸半胱氨酸甲酯片,西药,分类,化痰散结,其他治疗,medical_kg
盐酸美司坦片盐酸半胱氨酸甲酯片,西药,适应症,支气管炎,疾病,medical_kg
盐酸美司坦片盐酸半胱氨酸甲酯片,西药,适应症,痰液,疾病,medical_kg
盐酸美司坦片盐酸半胱氨酸甲酯片,西药,成份,盐酸美司坦50毫克,药物,medical_kg
盐酸美沙酮注射液,西药,禁忌,呼吸功能不全者禁用,疾病,medical_kg
盐酸美沙酮片,西药,禁忌,呼吸功能不全者禁用,疾病,medical_kg
盐酸羟考酮控释片,西药,不良反应,呼吸困难,症状,medical_kg
盐酸羟考酮控释片,西药,成份,处方药,药物,medical_kg
盐酸羟考酮控释片,西药,不良反应,支气管痉挛,症状,medical_kg
盐酸羟考酮控释片,西药,不良反应,瞳孔缩小,症状,medical_kg
盐酸羟考酮缓释片,西药,不良反应,呼吸困难,症状,medical_kg
盐酸羟考酮缓释片,西药,成份,处方药,药物,medical_kg
盐酸羟考酮缓释片,西药,不良反应,呼吸抑制,症状,medical_kg
盐酸羟考酮缓释片,西药,不良反应,支气管痉挛,症状,medical_kg
盐酸羟考酮缓释片,西药,不良反应,瞳孔缩小,症状,medical_kg
盐酸肾上腺素注射液,西药,英文名称,epinephrine hydrochloride injection,药物,medical_kg
盐酸肾上腺素注射液,西药,成份,1ml∶1mg,药物,medical_kg
盐酸肾上腺素注射液,西药,成份,医保工伤用药,药物,medical_kg
盐酸肾上腺素注射液,西药,英文名称,adrenaline hydrochloride injection,药物,medical_kg
盐酸肾上腺素注射液,西药,药品监管分级,国家基本用药； 医保药品,其他治疗,medical_kg
盐酸肾上腺素注射液,西药,药品监管分级,国家基本用药； 口服常释剂型为国家医保药物,其他治疗,medical_kg
盐酸肾上腺素注射液,西药,成份,基本药物,药物,medical_kg
盐酸肾上腺素注射液,西药,成份,处方药,药物,medical_kg
盐酸肾上腺素注射液,西药,适应症,呼吸困难,疾病,medical_kg
盐酸肾上腺素注射液,西药,适应症,支气管痉挛,疾病,medical_kg
盐酸肾上腺素注射液,西药,成份,盐酸,药物,medical_kg
盐酸肾上腺素注射液,西药,成份,盐酸肾上腺素,药物,medical_kg
盐酸肾上腺素注射液,西药,成份,肾上腺素,药物,medical_kg
盐酸胺碘酮注射液,西药,成份,3ml：0.15g,药物,medical_kg
盐酸肾上腺素注射液,西药,适应症,肾上腺素受体激动药,疾病,medical_kg
盐酸肾上腺素注射液,西药,适应症,过敏性休克,疾病,medical_kg
盐酸胺碘酮注射液,西药,药物相互作用,决奈达隆,西药,medical_kg
盐酸胺碘酮注射液,西药,不良反应,呼吸暂停,症状,medical_kg
盐酸胺碘酮注射液,西药,不良反应,呼吸窘迫综合征,症状,medical_kg
盐酸胺碘酮注射液,西药,不良反应,呼吸急促,症状,medical_kg
盐酸胺碘酮注射液,西药,不良反应,呼吸困难,症状,medical_kg
盐酸胺碘酮注射液,西药,不良反应,咳嗽,症状,medical_kg
盐酸胺碘酮注射液,西药,不良反应,哮喘,疾病,medical_kg
盐酸胺碘酮注射液,西药,不良反应,支气管痉挛,症状,medical_kg
盐酸胺碘酮注射液,西药,不良反应,憋气,症状,medical_kg
盐酸胺碘酮注射液,西药,不良反应,气短,症状,medical_kg
盐酸胺碘酮注射液,西药,不良反应,炎症,症状,medical_kg
盐酸胺碘酮注射液,西药,不良反应,渗出,症状,medical_kg
盐酸胺碘酮注射液,西药,不良反应,浸润,症状,medical_kg
盐酸胺碘酮注射液,西药,不良反应,硬化,症状,medical_kg
盐酸胺碘酮注射液,西药,成份,盐酸胺碘酮,药物,medical_kg
盐酸胺碘酮注射液,西药,不良反应,血管神经性水肿,症状,medical_kg
盐酸胺碘酮注射液,西药,不良反应,过敏,症状,medical_kg
盐酸胺碘酮注射液,西药,不良反应,过敏性休克,疾病,medical_kg
盐酸胺碘酮注射液,西药,贮藏,贮存于25℃以下，避光保存,其他治疗,medical_kg
盐酸胺碘酮片,西药,不良反应,呼吸困难,症状,medical_kg
盐酸胺碘酮片,西药,不良反应,哮喘,疾病,medical_kg
盐酸胺碘酮片,西药,不良反应,干咳,症状,medical_kg
盐酸胺碘酮片,西药,不良反应,敏感,症状,medical_kg
盐酸胺碘酮片,西药,不良反应,气短,症状,medical_kg
盐酸胺碘酮片,西药,成份,盐酸胺碘酮,药物,medical_kg
盐酸胺碘酮片,西药,不良反应,胸痛,疾病,medical_kg
盐酸胺碘酮片,西药,不良反应,肺炎,疾病,medical_kg
盐酸胺碘酮片,西药,不良反应,过敏,症状,medical_kg
盐酸胺碘酮片,西药,不良反应,过敏性肺炎,疾病,medical_kg
盐酸胺碘酮片,西药,不良反应,过敏性皮疹,症状,medical_kg
盐酸胺碘酮胶囊,西药,不良反应,干咳,症状,medical_kg
盐酸胺碘酮胶囊,西药,成份,处方药,药物,medical_kg
盐酸胺碘酮胶囊,西药,不良反应,敏感,症状,medical_kg
盐酸胺碘酮胶囊,西药,不良反应,气短,症状,medical_kg
盐酸胺碘酮胶囊,西药,成份,盐酸胺碘酮,药物,medical_kg
盐酸胺碘酮胶囊,西药,不良反应,肺炎,疾病,medical_kg
盐酸胺碘酮胶囊,西药,不良反应,胸闷,症状,medical_kg
盐酸胺碘酮胶囊,西药,成份,胶囊剂，内容物为类白色粉末,药物,medical_kg
盐酸胺碘酮胶囊,西药,不良反应,过敏,症状,medical_kg
盐酸胺碘酮胶囊,西药,不良反应,过敏性肺炎,疾病,medical_kg
盐酸胺碘酮胶囊,西药,不良反应,过敏性皮疹,症状,medical_kg
盐酸胺碘酮胶囊,西药,不良反应,胸痛,疾病,medical_kg
盐酸舍曲林片,西药,不良反应,支气管痉挛,症状,medical_kg
盐酸艾司洛尔注射液,西药,不良反应,呼吸困难,症状,medical_kg
盐酸艾司洛尔注射液,西药,注意事项,支气管哮喘患者应慎用,其他治疗,medical_kg
盐酸芦氟沙星片,西药,适应症,呼吸道感染,疾病,medical_kg
盐酸芦氟沙星片,西药,不良反应,呼吸困难,症状,medical_kg
盐酸芦氟沙星片,西药,分类,喹诺酮类,其他治疗,medical_kg
盐酸芦氟沙星片,西药,适应症,治疗由盐酸芦氟沙星敏感菌引起的下呼吸道感染,疾病,medical_kg
盐酸芦氟沙星胶囊,西药,用法用量,一次0.2g，一日1次,其他治疗,medical_kg
盐酸芦氟沙星胶囊,西药,不良反应,呼吸困难,症状,medical_kg
盐酸芦氟沙星胶囊,西药,适应症,合成抗菌药,疾病,medical_kg
盐酸芦氟沙星胶囊,西药,不良反应,声带水肿,症状,medical_kg
盐酸芦氟沙星胶囊,西药,禁忌,对本品及氟喹诺酮类药过敏的患者禁用,疾病,medical_kg
盐酸芦氟沙星胶囊,西药,分类,氟喹诺酮类,其他治疗,medical_kg
盐酸芦氟沙星胶囊,西药,用法用量,疗程5～10日,其他治疗,medical_kg
盐酸芦氟沙星胶囊,西药,用法用量,首剂量加倍为0.4g,其他治疗,medical_kg
盐酸苄普地尔片,西药,不良反应,呼吸困难,症状,medical_kg
盐酸苄普地尔片,西药,不良反应,咳嗽,症状,medical_kg
盐酸苯海拉明注射液,西药,不良反应,喉痉挛,症状,medical_kg
盐酸苯海拉明注射液,西药,不良反应,咳嗽,症状,medical_kg
盐酸苯海拉明注射液,西药,不良反应,气急,症状,medical_kg
盐酸苯海拉明注射液,西药,不良反应,胸闷,症状,medical_kg
盐酸苯海拉明片,西药,适应症,过敏性鼻炎,疾病,medical_kg
盐酸莫索尼定片,西药,不良反应,胸闷,症状,medical_kg
盐酸莫西沙星氯化钠注射液,西药,成份,250ml：莫西沙星0.4g与氯化钠2.0g,药物,medical_kg
盐酸莫西沙星氯化钠注射液,西药,药品分类,乙类otc,其他治疗,medical_kg
盐酸莫索尼定胶囊,西药,不良反应,胸闷,症状,medical_kg
盐酸莫西沙星氯化钠注射液,西药,有效期,36个月,其他治疗,medical_kg
盐酸莫西沙星氯化钠注射液,西药,成份,医保工伤用药,药物,medical_kg
盐酸莫西沙星氯化钠注射液,西药,适应症,呼吸道感染,疾病,medical_kg
盐酸莫西沙星氯化钠注射液,西药,适应症,合成抗菌药,疾病,medical_kg
盐酸莫西沙星氯化钠注射液,西药,药物相互作用,伊曲康唑,西药,medical_kg
盐酸莫西沙星氯化钠注射液,西药,成份,处方药,药物,medical_kg
盐酸莫西沙星氯化钠注射液,西药,不良反应,幻觉,症状,medical_kg
盐酸莫西沙星氯化钠注射液,西药,适应症,感染,疾病,medical_kg
盐酸莫西沙星氯化钠注射液,西药,不良反应,恶心,症状,medical_kg
盐酸莫西沙星氯化钠注射液,西药,分类,喹诺酮类,其他治疗,medical_kg
盐酸莫西沙星氯化钠注射液,西药,商品名,拜复乐,西药,medical_kg
盐酸莫西沙星氯化钠注射液,西药,适应症,慢性支气管炎,疾病,medical_kg
盐酸莫西沙星氯化钠注射液,西药,药物相互作用,吗啡,西药,medical_kg
盐酸莫西沙星氯化钠注射液,西药,不良反应,心动过速,症状,medical_kg
盐酸莫西沙星氯化钠注射液,西药,药物相互作用,地高辛,西药,medical_kg
盐酸莫西沙星氯化钠注射液,西药,适应症,气管炎,疾病,medical_kg
盐酸莫西沙星氯化钠注射液,西药,适应症,支气管炎,疾病,medical_kg
盐酸莫西沙星氯化钠注射液,西药,成份,注射用水,药物,medical_kg
盐酸莫西沙星氯化钠注射液,西药,成份,氯化钠,药物,medical_kg
盐酸莫西沙星氯化钠注射液,西药,成份,盐酸,药物,medical_kg
盐酸莫西沙星氯化钠注射液,西药,适应症,细菌,疾病,medical_kg
盐酸莫西沙星氯化钠注射液,西药,成份,水,药物,medical_kg
盐酸莫西沙星氯化钠注射液,西药,适应症,细菌感染,疾病,medical_kg
盐酸莫西沙星氯化钠注射液,西药,适应症,肺炎,疾病,medical_kg
盐酸莫西沙星氯化钠注射液,西药,成份,黄色的澄清液体,药物,medical_kg
盐酸莫西沙星氯化钠注射液,西药,药物相互作用,茶碱,西药,medical_kg
盐酸莫西沙星注射液,西药,英文名称,moxifloxacin hydrochloride injection,药物,medical_kg
盐酸莫西沙星注射液,西药,不良反应,qt间期延长,症状,medical_kg
盐酸莫西沙星氯化钠注射液,西药,药物相互作用,雷尼替丁,西药,medical_kg
盐酸莫西沙星注射液,西药,不良反应,不适,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,休克,疾病,medical_kg
盐酸莫西沙星注射液,西药,不良反应,乳酸脱氢酶升高,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,光敏,症状,medical_kg
盐酸莫西沙星注射液,西药,商品名,佰美诺,西药,medical_kg
盐酸莫西沙星注射液,西药,不良反应,全血细胞减少,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,全血细胞减少症,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,发热,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,厌食,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,呕吐,症状,medical_kg
盐酸莫西沙星注射液,西药,药品监管分级,医保药品,其他治疗,medical_kg
盐酸莫西沙星注射液,西药,不良反应,哮喘,疾病,medical_kg
盐酸莫西沙星注射液,西药,不良反应,呼吸困难,症状,medical_kg
盐酸莫西沙星注射液,西药,适应症,变形杆菌,疾病,medical_kg
盐酸莫西沙星注射液,西药,不良反应,喉头水肿,症状,medical_kg
盐酸莫西沙星注射液,西药,分类,喹诺酮类,其他治疗,medical_kg
盐酸莫西沙星注射液,西药,不良反应,呕吐（0.4%）,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,味觉障碍,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,嗜酸性粒细胞,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,周围神经病变,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,嗜酸性粒细胞增多,症状,medical_kg
盐酸莫西沙星注射液,西药,药品监管分级,国家基本用药； 医保药品,其他治疗,medical_kg
盐酸莫西沙星注射液,西药,不良反应,头晕,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,头晕（0.5%）,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,寒战,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,头痛,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,幻觉,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,恶心,症状,medical_kg
盐酸莫西沙星注射液,西药,适应症,感染,疾病,medical_kg
盐酸莫西沙星注射液,西药,不良反应,心悸,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,念珠菌病,疾病,medical_kg
盐酸莫西沙星注射液,西药,适应症,敏感,疾病,medical_kg
盐酸莫西沙星注射液,西药,不良反应,昏睡,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,支气管痉挛,症状,medical_kg
盐酸莫西沙星注射液,西药,适应症,支气管炎,疾病,medical_kg
盐酸莫西沙星注射液,西药,不良反应,无力,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,气喘,症状,medical_kg
盐酸莫西沙星注射液,西药,分类,氟喹诺酮类,其他治疗,medical_kg
盐酸莫西沙星注射液,西药,成份,注射用水,药物,medical_kg
盐酸莫西沙星注射液,西药,不良反应,混乱,症状,medical_kg
盐酸莫西沙星注射液,西药,药品分类,甲类otc,其他治疗,medical_kg
盐酸莫西沙星注射液,西药,不良反应,疲劳,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,白细胞减少,症状,medical_kg
盐酸莫西沙星注射液,西药,成份,盐酸莫西沙星,药物,medical_kg
盐酸莫西沙星注射液,西药,成份,盐酸,药物,medical_kg
盐酸莫西沙星注射液,西药,不良反应,皮疹,疾病,medical_kg
盐酸莫西沙星注射液,西药,不良反应,真菌感染,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,粒细胞缺乏,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,细菌,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,红斑,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,粒细胞缺乏症,症状,medical_kg
盐酸莫西沙星注射液,西药,适应症,细菌,疾病,medical_kg
盐酸莫西沙星注射液,西药,适应症,肺炎,疾病,medical_kg
盐酸莫西沙星注射液,西药,不良反应,胸部不适,症状,medical_kg
盐酸莫西沙星注射液,西药,适应症,葡萄球菌,疾病,medical_kg
盐酸莫西沙星注射液,西药,不良反应,腹泻（0.5%）,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,荨麻疹,疾病,medical_kg
盐酸莫西沙星注射液,西药,不良反应,血管性水肿,疾病,medical_kg
盐酸莫西沙星注射液,西药,不良反应,血红蛋白降低,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,过敏,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,过敏反应,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,过敏性皮炎,症状,medical_kg
盐酸莫西沙星注射液,西药,不良反应,过敏性肺炎,疾病,medical_kg
盐酸莫西沙星注射液,西药,适应症,金黄色葡萄球菌,疾病,medical_kg
盐酸莫西沙星注射液,西药,不良反应,过敏性休克,疾病,medical_kg
盐酸莫西沙星注射液,西药,不良反应,静脉炎,疾病,medical_kg
盐酸莫西沙星注射液,西药,不良反应,食欲下降,症状,medical_kg
盐酸莫西沙星片,西药,成份,0.4g,药物,medical_kg
盐酸莫西沙星片,西药,有效期,36个月，有效期后严禁服用,其他治疗,medical_kg
盐酸莫西沙星片,西药,药品分类,乙类otc,其他治疗,medical_kg
盐酸莫西沙星片,西药,药品监管分级,医保药品； 口服常释剂型、颗粒剂为国家基本药物,其他治疗,medical_kg
盐酸莫西沙星片,西药,成份,医保工伤用药,药物,medical_kg
盐酸莫西沙星片,西药,适应症,合成抗菌药,疾病,medical_kg
盐酸莫西沙星片,西药,英文名称,moxifloxacin hydrochloride tablets,药物,medical_kg
盐酸莫西沙星注射液,西药,不良反应,黄疸,疾病,medical_kg
盐酸莫西沙星片,西药,成份,基本药物,药物,medical_kg
盐酸莫西沙星片,西药,成份,处方药,药物,medical_kg
盐酸莫西沙星片,西药,药物相互作用,伊曲康唑,西药,medical_kg
盐酸莫西沙星片,西药,不良反应,恶心,症状,medical_kg
盐酸莫西沙星片,西药,适应症,感染,疾病,medical_kg
盐酸莫西沙星片,西药,贮藏,将药品置于儿童触及不到的地方,其他治疗,medical_kg
盐酸莫西沙星片,西药,药物相互作用,吗啡,西药,medical_kg
盐酸莫西沙星片,西药,适应症,呼吸道感染,疾病,medical_kg
盐酸莫西沙星片,西药,不良反应,幻觉,症状,medical_kg
盐酸莫西沙星片,西药,药物相互作用,地高辛,西药,medical_kg
盐酸莫西沙星片,西药,成份,暗红色薄膜衣片,药物,medical_kg
盐酸莫西沙星片,西药,适应症,支气管炎,疾病,medical_kg
盐酸莫西沙星片,西药,分类,氟喹诺酮类,其他治疗,medical_kg
盐酸莫西沙星片,西药,商品名,拜复乐,西药,medical_kg
盐酸莫西沙星片,西药,药物相互作用,硫糖铝,西药,medical_kg
盐酸莫西沙星片,西药,适应症,肺炎,疾病,medical_kg
盐酸莫西沙星片,西药,不良反应,腹泻,疾病,medical_kg
盐酸莫西沙星片,西药,药物相互作用,茶碱,西药,medical_kg
盐酸莫西沙星片,西药,成份,莫西沙星,药物,medical_kg
盐酸莫西沙星片,西药,药物相互作用,雷尼替丁,西药,medical_kg
盐酸表柔比星注射液,西药,适应症,肺癌,疾病,medical_kg
盐酸表柔比星注射液,西药,不良反应,肺炎,疾病,medical_kg
盐酸西布曲明片,西药,不良反应,呼吸困难,症状,medical_kg
盐酸西布曲明胶囊,西药,不良反应,呼吸困难,症状,medical_kg
盐酸西替利嗪口服溶液,西药,不良反应,呼吸困难,症状,medical_kg
盐酸西替利嗪口服溶液,西药,不良反应,呼吸障碍,症状,medical_kg
盐酸西替利嗪片,西药,适应症,季节性或常年性过敏性鼻炎,疾病,medical_kg
盐酸西替利嗪胶囊,西药,适应症,季节性或常年性过敏性鼻炎,疾病,medical_kg
盐酸西替利嗪胶囊,西药,适应症,过敏性鼻炎,疾病,medical_kg
盐酸贝尼地平片,西药,不良反应,咳嗽,症状,medical_kg
盐酸贝那普利片,西药,不良反应,呼吸困难,症状,medical_kg
盐酸贝那普利片,西药,不良反应,咳嗽,症状,medical_kg
盐酸贝那普利片,西药,不良反应,哮喘,疾病,medical_kg
盐酸贝那普利片,西药,不良反应,支气管炎,疾病,medical_kg
盐酸贝那普利片,西药,不良反应,神经性水肿,症状,medical_kg
盐酸贝那普利片,西药,不良反应,血管神经性水肿,症状,medical_kg
盐酸贝那普利片,西药,不良反应,血管性水肿,疾病,medical_kg
盐酸贝那普利片,西药,不良反应,过敏样反应,症状,medical_kg
盐酸赛洛唑啉鼻用喷雾剂,西药,英文名称,xylometazoline hydrochloride nasal spray,药物,medical_kg
盐酸赛洛唑啉鼻用喷雾剂,西药,不良反应,烧灼感,症状,medical_kg
盐酸赛洛唑啉鼻用喷雾剂,西药,适应症,鼻塞,疾病,medical_kg
盐酸酚苄明注射液,西药,不良反应,低血压,疾病,medical_kg
盐酸金刚乙胺口服溶液,西药,不良反应,呼吸困难,症状,medical_kg
盐酸金刚乙胺片,西药,不良反应,呼吸困难,症状,medical_kg
盐酸金刚乙胺糖浆,西药,不良反应,呼吸困难,症状,medical_kg
盐酸金刚乙胺颗粒,西药,不良反应,呼吸困难,症状,medical_kg
盐酸金刚烷胺糖浆,西药,不良反应,呼吸短促,症状,medical_kg
盐酸金刚烷胺片,西药,适应症,防治a型流感病毒所引起的呼吸道感染,疾病,medical_kg
